0.647	689546.631339
0.655	689328.655921
0.655	688374.966087
0.671	687974.193112
0.688	687913.464088
0.740	687592.280013
0.800	687214.072660
2.342	686993.827394
2.343	685458.446904
2.354	684704.003614
2.372	684704.003614
2.378	683914.542606
2.446	680971.220891
2.897	679673.598545
6.915	679423.832217
6.937	678080.614677
8.160	675287.103249
8.164	675005.588152
10.597	673606.042161
12.248	670573.345388
12.283	670573.345388
12.517	668544.477419
12.519	668544.477419
12.522	668341.747834
12.529	668162.826294
12.539	667662.566545
12.581	667662.566545
14.135	667627.697547
14.137	667523.257989
14.160	667168.133654
15.243	666939.602802
15.286	666939.602802
17.928	666865.581269
17.974	666785.022231
20.626	666681.021217
20.650	666236.835267
25.464	666141.135102
26.447	666117.995570
29.839	666101.067306
29.902	666101.067306
30.628	665643.766133
36.496	665564.197589
49.692	665423.312973
49.714	665214.118439
49.748	664597.429964
49.749	664242.701083
56.882	664210.726056
56.912	663935.588525
56.929	663906.910325
56.990	663906.910325
58.465	663899.242369
62.234	661361.924841
88.028	661310.138808
88.083	661039.512119
88.126	660443.169898
104.501	660086.861063
120.224	660086.861063
129.007	659740.423078
129.043	659740.423078
200.807	659740.423078
220.120	659740.423078
256.313	659464.261335
259.941	659243.094766
272.844	659019.574330
272.925	659019.574330
351.994	659019.574330
394.275	659019.574330
