1.086	688416.775117
1.114	688416.775117
1.124	687957.055453
1.125	686738.216801
1.512	684144.211105
1.514	683150.278016
1.527	682880.403610
1.531	681534.857391
1.536	681422.178298
1.551	681083.277304
1.551	680272.681902
1.563	680260.013273
1.568	680197.281803
1.572	680133.333435
1.585	678937.543901
1.602	678935.045033
1.609	678837.189596
1.609	678837.189596
1.612	677854.500436
1.623	677854.500436
1.631	677579.362905
1.645	677396.351540
1.738	677367.673340
3.722	676429.004376
3.727	676125.443722
3.740	675730.148952
3.752	675174.533689
3.754	675166.434487
3.774	675037.317673
3.785	674441.645166
4.829	674441.645166
5.596	673920.818504
5.602	673822.963067
5.644	673245.951531
5.667	673236.226769
5.680	672910.890530
5.687	672867.618978
5.699	672705.070632
5.763	672705.070632
9.625	672303.477236
11.564	672085.933638
11.565	671641.786748
11.568	671544.952054
13.951	671315.608171
13.981	670162.469842
13.993	670099.290504
14.006	669882.865752
14.044	669613.093704
20.743	669343.587208
20.768	669343.587208
37.233	668907.407896
37.246	668907.407896
53.781	668611.187066
53.784	668516.670608
53.809	668494.775783
53.812	668466.097583
53.828	667689.013431
63.583	667674.564352
71.845	667423.674706
71.891	666903.252605
76.717	666704.618501
76.787	666704.618501
77.444	666403.012188
85.942	666039.376265
86.693	665872.173596
92.238	665579.704525
119.835	665579.704525
121.137	665579.704525
161.487	665355.798796
161.514	665183.822247
161.813	664893.792925
162.192	664335.161092
162.192	664335.161092
192.796	664099.101221
192.812	663621.530326
192.830	663246.707023
205.838	662775.031701
211.464	661798.300767
211.472	661798.300767
211.531	660820.513690
222.025	660598.559494
222.070	660253.954724
225.215	659708.444720
225.225	658867.089067
250.809	658676.012857
250.814	658645.035154
251.776	658645.035154
252.030	658252.774191
252.987	658251.027889
252.989	658239.203027
252.992	658062.174187
253.014	658041.534974
253.028	657966.118509
253.043	657363.621131
257.490	657078.559414
257.492	657078.559414
302.740	656949.238457
341.905	656553.008028
350.346	656553.008028
368.780	656553.008028
419.933	656238.360915
475.211	656068.638924
475.224	656068.638924
475.952	656068.638924
