0.065	1347695.261254
0.070	1345963.268917
0.070	1313528.495725
0.072	1311875.581808
0.115	1309423.818579
0.124	1302596.174792
0.125	1293327.945722
0.125	1292441.230246
0.126	1292441.230246
0.126	1290881.995318
0.127	1288412.943513
0.128	1280275.198205
0.128	1280160.694420
0.129	1280008.602636
0.130	1279248.213947
0.131	1274915.537502
0.146	1272452.779766
0.146	1272310.985543
0.149	1266961.247105
0.152	1266335.192554
0.180	1263240.018611
0.181	1262646.375920
0.182	1261689.734812
0.184	1257976.246377
0.184	1257919.242501
0.185	1257717.979992
0.186	1257094.397939
0.269	1251611.570611
0.271	1251017.566097
0.297	1250475.678366
0.298	1250269.204140
0.301	1246030.621567
0.339	1237483.184128
0.630	1233439.680708
0.784	1224487.504693
0.785	1201719.743106
0.787	1199198.920647
0.789	1178794.449375
0.895	1178794.449375
3.304	1178176.523924
3.304	1176211.021163
3.360	1176151.217997
3.755	1176151.217997
8.316	1176151.217997
