0.111	1274130.103651
0.131	1270620.812078
0.131	1270588.813291
0.131	1270556.702236
0.132	1268691.796331
0.132	1268691.796331
0.132	1268453.956448
0.133	1249725.793799
0.133	1249502.958417
0.135	1239902.388516
0.135	1239902.388516
0.136	1235592.252492
0.137	1235337.407295
0.138	1234941.527722
0.226	1234941.527722
0.417	1234819.221700
0.460	1233764.045784
0.465	1233764.045784
1.606	1232808.074306
1.778	1232731.365451
1.779	1232555.011018
1.961	1231965.728271
1.962	1193380.675294
1.963	1193380.675294
1.996	1193380.675294
2.840	1190499.355198
2.844	1180369.954853
2.844	1176151.217997
