0.101	1309428.833125
0.104	1308550.521666
0.104	1267384.056968
0.105	1241770.663270
0.105	1235394.131888
0.105	1234794.679674
0.106	1234639.595029
0.106	1234163.684985
0.109	1231870.042374
0.109	1228005.653999
0.112	1227531.196758
0.140	1221793.648433
0.141	1220687.652268
0.144	1218260.912680
0.158	1215889.403113
0.159	1213923.900352
0.242	1213877.028951
0.243	1213336.384383
0.243	1213288.043173
0.282	1212115.767626
0.283	1210287.058209
0.284	1208597.265269
0.285	1208445.173486
0.286	1205924.351027
0.287	1205873.304750
0.289	1205873.304750
0.334	1204402.446293
0.337	1204247.361648
0.339	1191442.947350
0.340	1190636.037141
0.340	1190555.753101
0.342	1188034.930642
0.463	1187164.847397
0.564	1180208.274513
0.565	1178242.771752
1.082	1178136.276794
1.085	1177983.637379
1.085	1177021.301241
1.294	1176151.217997
