0.570	703467.155386
0.574	703027.634691
0.577	702620.492252
0.585	701806.475971
0.601	701806.475971
0.605	701641.447362
0.616	701159.485567
0.618	701144.077795
0.621	700157.252032
0.643	700026.294942
0.644	699682.847620
0.646	699064.603550
0.658	699003.668951
0.660	694582.369726
0.664	694148.591078
0.670	693690.104874
0.684	692585.060159
0.731	691842.716219
0.742	691713.988698
0.748	691695.206819
0.755	691658.713639
0.772	691494.436827
0.784	691448.485785
0.790	691166.351204
0.927	691067.072482
0.954	690835.691954
0.966	690183.585976
1.118	686133.739375
1.121	685931.009790
1.129	685570.850156
1.136	685488.725065
1.143	684651.542776
1.169	684651.542776
1.173	683544.516635
1.197	683544.516635
2.636	683535.940793
2.650	683035.355007
2.655	682754.497424
4.154	681855.047820
4.166	681855.047820
6.359	680327.030172
6.369	680140.424623
6.393	679082.071512
6.414	677736.744159
6.417	677280.994072
6.419	676771.543422
6.585	676675.682374
6.591	674880.263536
6.592	674733.785952
6.593	674222.521280
6.597	674165.242150
6.613	672718.037873
6.622	672687.632940
6.634	672328.073451
11.470	671551.259803
17.628	668915.975858
17.632	668713.246273
17.640	668713.246273
17.644	668602.970972
17.650	668338.831274
27.562	668145.580316
27.575	668145.580316
30.200	667541.054633
30.213	667496.109741
33.114	667496.109741
41.473	666799.000058
55.946	666449.904082
61.046	666280.182090
77.487	666280.182090
98.324	666280.182090
144.402	665337.105631
144.443	664546.934329
145.581	663619.857988
145.637	663374.975895
145.668	663094.118312
210.661	663033.428243
210.678	662419.164364
210.715	661909.192442
217.131	661830.757098
228.224	661830.757098
244.445	661315.539972
246.243	660901.215407
251.622	660901.215407
260.815	660735.146641
264.505	660735.146641
269.336	660735.146641
271.213	660327.873760
271.247	660327.873760
282.184	660288.920656
287.270	660288.920656
403.173	660219.436483
403.204	660112.558138
408.061	660090.286551
517.562	659850.240038
519.826	659813.158257
519.829	659532.300673
519.843	659532.300673
519.859	659360.324124
529.209	659360.324124
582.641	659005.841930
585.954	659005.841930
587.498	659005.841930
