0.078	1246333.600808
0.085	1237489.098769
0.137	1237411.267596
0.137	1234890.445137
0.140	1232170.272594
0.144	1231431.944869
0.158	1227134.375006
0.160	1226396.047280
0.174	1216430.956652
0.174	1216198.993793
0.174	1215169.046777
0.175	1214033.392978
0.175	1213078.461139
0.175	1191851.102652
0.176	1184316.268747
0.178	1179908.992143
0.180	1177943.489382
0.226	1177439.145642
0.236	1177043.519637
0.236	1176569.062397
0.238	1176569.062397
0.270	1176569.062397
0.513	1176211.021163
0.528	1176211.021163
0.705	1176151.217997
0.706	1176151.217997
4.452	1176151.217997
8.440	1176151.217997
